source_symbol,kind,source_file,probable_role,new_system,new_class,confidence,evidence,note
ResourceData.StorageBuilding,Field,dump.cs,Building,,,HIGH,Type: Building[],
ResourceData.waitTime,Field,dump.cs,Time,,,HIGH,Type: float,
SaveSlotButton.saveName,Field,dump.cs,Save,,,HIGH,Type: Text,
SaveSlotButton.saveDate,Field,dump.cs,Save,,,HIGH,Type: Text,
SaveSlotButton.saveSlotMenu,Field,dump.cs,Save,,,HIGH,Type: SaveSlotMenu,
DayNightMusic.dayNightParameter,Field,dump.cs,Day,,,HIGH,Type: float,
AddUnassignedWorkerToBuildingButton.workerName,Field,dump.cs,Worker,,,HIGH,Type: Text,
BuildButton.buildingName,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildButton.resource1,Field,dump.cs,Resource,,,HIGH,Type: Text,
BuildButton.resource2,Field,dump.cs,Resource,,,HIGH,Type: Text,
BuildButton.resource3,Field,dump.cs,Resource,,,HIGH,Type: Text,
BuildingCanvas.healthBar,Field,dump.cs,Health,,,HIGH,Type: Slider,
BuildingCanvas.resourceFill,Field,dump.cs,Resource,,,HIGH,Type: Image,
BuildingCanvas.workerIcon,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
BuildingCanvas.resourceIcon,Field,dump.cs,Resource,,,HIGH,Type: GameObject,
BuildingDetailButtons.buildingDetails,Field,dump.cs,Building,,,HIGH,Type: BuildingDetailsUI,
BuildingDetailsUI.buildingNameDisplay,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildingDetailsUI.buildingDescDisplay,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildingDetailsUI.buildingWorkerCount,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildingDetailsUI.buildingOptionsText,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildingDetailsUI.buildingOptionsImage,Field,dump.cs,Building,,,HIGH,Type: Image,
BuildingDetailsUI.buildingIcon,Field,dump.cs,Building,,,HIGH,Type: Image,
BuildingDetailsUI.underConstructionUI,Field,dump.cs,Construction,,,HIGH,Type: BuildingUnderConstructionUI,
BuildingDetailsUI.workersUI,Field,dump.cs,Worker,,,HIGH,Type: BuildingWorkersUI,
BuildingDetailsUI.expeditionUI,Field,dump.cs,Expedition,,,HIGH,Type: ExpeditionUI,
BuildingLevelsUI.resourceDisplay,Field,dump.cs,Resource,,,HIGH,Type: Text,
BuildingLevelsUI.healthBar,Field,dump.cs,Health,,,HIGH,Type: Slider,
BuildingPlacementUI.BuildingSizeX,Field,dump.cs,Building,,,HIGH,Type: int,
BuildingPlacementUI.BuildingSizeY,Field,dump.cs,Building,,,HIGH,Type: int,
BuildingPlacementUI.buildingRotation,Field,dump.cs,Building,,,HIGH,Type: float,
BuildingPlacementUI.potentialRoadsHighlightInstances,Field,dump.cs,Ads,,,HIGH,Type: List<SpriteRenderer>,
BuildingPlacementUI.toBuild,Field,dump.cs,Build,,,HIGH,Type: Building,
BuildingPlacementUI.ghostBuilding,Field,dump.cs,Building,,,HIGH,Type: BuildingInstance,
BuildingPlacementUI.mapChunkBuilding,Field,dump.cs,Building,,,HIGH,Type: BuildingInstance,
BuildingPlacementUI.buildingName,Field,dump.cs,Building,,,HIGH,Type: Text,
BuildingPlacementUI.isPlaceGroundHasBuilding,Field,dump.cs,Building,,,HIGH,Type: bool,
BuildingPlacementUI.buildEnabledColor,Field,dump.cs,Build,,,HIGH,Type: Color,
BuildingPlacementUI.buildDisabledColor,Field,dump.cs,Build,,,HIGH,Type: Color,
BuildingUnderConstructionUI.construction,Field,dump.cs,Construction,,,HIGH,Type: Slider,
BuildingUnderConstructionUI.requiredResources,Field,dump.cs,Resource,,,HIGH,Type: Text[],
BuildingWorkersUI.workerNames,Field,dump.cs,Worker,,,HIGH,Type: List<WorkerInBuildingSlot>,
BuildingWorkersUI.unassignedWorkerParent,Field,dump.cs,Worker,,,HIGH,Type: Transform,
BuildingWorkersUI.unassignedWorkerPrototype,Field,dump.cs,Worker,,,HIGH,Type: AddUnassignedWorkerToBuildingButton,
BuildingWorkersUI.unassignedWorkerNames,Field,dump.cs,Worker,,,HIGH,Type: List<AddUnassignedWorkerToBuildingButton>,
BuildingWorkersUI.viewWorkerUI,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
BuildingWorkersUI.addWorkerUI,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
BuildUI.transitionTime,Field,dump.cs,Time,,,HIGH,Type: float,
ChangeItemUI.itemSlotText,Field,dump.cs,Item,,,HIGH,Type: Text,
ChangeItemUI.workerDetails,Field,dump.cs,Worker,,,HIGH,Type: WorkerDetailsUI,
CraftingInBuildingUI.itemName,Field,dump.cs,Item,,,HIGH,Type: Text,
CraftingInBuildingUI.itemDesc,Field,dump.cs,Item,,,HIGH,Type: Text,
CraftingInBuildingUI.itemsInQueue,Field,dump.cs,Item,,,HIGH,Type: Text,
CraftingInBuildingUI.itemButtonInstances,Field,dump.cs,Item,,,HIGH,Type: List<ItemButton>,
DiscardResourceUI.resourceIcon,Field,dump.cs,Resource,,,HIGH,Type: Image,
DiscardResourceUI.resourceName,Field,dump.cs,Resource,,,HIGH,Type: Text,
ExpeditionUI.launchExpeditionButton,Field,dump.cs,Expedition,,,HIGH,Type: Button,
ExpeditionUI.foodText,Field,dump.cs,Food,,,HIGH,Type: Text,
ExpeditionUI.foodByCrewText,Field,dump.cs,Food,,,HIGH,Type: Text,
ExpeditionUI.daysText,Field,dump.cs,Day,,,HIGH,Type: Text,
ExpeditionUI.addResourceAddButtons,Field,dump.cs,Resource,,,HIGH,Type: AddResourceButton[],
ExpeditionUI.expeditionPanel,Field,dump.cs,Expedition,,,HIGH,Type: GameObject,
ItemButton.mItem,Field,dump.cs,Item,,,HIGH,Type: Item,
ItemButton.requiredBuildingLevel,Field,dump.cs,Building,,,HIGH,Type: int,
ItemButton.numberOfItems,Field,dump.cs,Item,,,HIGH,Type: Text,
JobButton.mJob,Field,dump.cs,Job,,,HIGH,Type: Jobs,
JobButton.numberOfWorkers,Field,dump.cs,Worker,,,HIGH,Type: Text,
JobButton.jobIcon,Field,dump.cs,Job,,,HIGH,Type: Image,
JobsUI.workersUI,Field,dump.cs,Worker,,,HIGH,Type: WorkersUI,
OccupantInBuildingSlot.addWorker,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
OccupantInBuildingSlot.workerData,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
OccupantInBuildingSlot.workerName,Field,dump.cs,Worker,,,HIGH,Type: Text,
OccupantInBuildingSlot.health,Field,dump.cs,Health,,,HIGH,Type: Image,
OccupantInBuildingSlot.hunger,Field,dump.cs,Hunger,,,HIGH,Type: Image,
OccupantsBuildingUI.workerNames,Field,dump.cs,Worker,,,HIGH,Type: List<OccupantInBuildingSlot>,
ResourcesDisplay.resourceNames,Field,dump.cs,Resource,,,HIGH,Type: Text[],
ResourcesDisplay.resourceIcons,Field,dump.cs,Resource,,,HIGH,Type: Image[],
ResourcesInBuildingUI.storedResources,Field,dump.cs,Resource,,,HIGH,Type: GameObject[],
ResourcesInBuildingUI.resourceNames,Field,dump.cs,Resource,,,HIGH,Type: Text[],
ResourcesInBuildingUI.resourceIcons,Field,dump.cs,Resource,,,HIGH,Type: Image[],
SaveIndicator.saveIndicatorObject,Field,dump.cs,Save,,,HIGH,Type: GameObject,
SaveIndicator.saveFill,Field,dump.cs,Save,,,HIGH,Type: Image,
WorkerButton.itemsParent,Field,dump.cs,Item,,,HIGH,Type: GameObject,
WorkerButton.health,Field,dump.cs,Health,,,HIGH,Type: Image,
WorkerButton.hunger,Field,dump.cs,Hunger,,,HIGH,Type: Image,
WorkerDetailsUI.buildingDisplay,Field,dump.cs,Building,,,HIGH,Type: Text,
WorkerDetailsUI.backToWorkers,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
WorkerDetailsUI.backToBuilding,Field,dump.cs,Building,,,HIGH,Type: GameObject,
WorkerDetailsUI.jobDisplay,Field,dump.cs,Job,,,HIGH,Type: Text,
WorkerDetailsUI.inventoryResourceDisplay,Field,dump.cs,Resource,,,HIGH,Type: Text,
WorkerDetailsUI.healthDisplay,Field,dump.cs,Health,,,HIGH,Type: Slider,
WorkerDetailsUI.hungerDisplay,Field,dump.cs,Hunger,,,HIGH,Type: Slider,
WorkerDetailsUI.dropResourceButton,Field,dump.cs,Resource,,,HIGH,Type: GameObject,
WorkerDetailsUI.itemUI,Field,dump.cs,Item,,,HIGH,Type: ChangeItemUI,
WorkerInBuildingSlot.addWorker,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
WorkerInBuildingSlot.workerData,Field,dump.cs,Worker,,,HIGH,Type: GameObject,
WorkerInBuildingSlot.jobName,Field,dump.cs,Job,,,HIGH,Type: Text,
WorkerInBuildingSlot.workerName,Field,dump.cs,Worker,,,HIGH,Type: Text,
WorkerInBuildingSlot.itemsParent,Field,dump.cs,Item,,,HIGH,Type: GameObject,
WorkerInBuildingSlot.requiresItemText,Field,dump.cs,Item,,,HIGH,Type: Text,
WorkersUI.jobName,Field,dump.cs,Job,,,HIGH,Type: Text,
GPGSCloudSave.LoadingScreen,Field,dump.cs,Load,,,HIGH,Type: GameObject,
SaveFileReader.saveData,Field,dump.cs,Save,,,HIGH,Type: SaveData,
WorldTileSaveData.giveResource,Field,dump.cs,Resource,,,HIGH,Type: Resource,
WorkerData.myJob,Field,dump.cs,Job,,,HIGH,Type: Jobs,
WorkerData.myHealth,Field,dump.cs,Health,,,HIGH,Type: int,
WorkerData.maxHealth,Field,dump.cs,Health,,,HIGH,Type: int,
WorkerData.hasItemInSlot,Field,dump.cs,Item,,,HIGH,Type: bool[],
WorkerData.itemInSlot,Field,dump.cs,Item,,,HIGH,Type: Item[],
PlacedBuilding.currentHealth,Field,dump.cs,Health,,,HIGH,Type: int,
PlacedBuilding.currentlyStoredResources,Field,dump.cs,Resource,,,HIGH,Type: int[],
PlacedBuilding.craftableItemsList,Field,dump.cs,Item,,,HIGH,Type: List<Item>,
PlacedBuilding.carftableItemData,Field,dump.cs,Item,,,HIGH,Type: List<SavedCraftingData>,
PlacedBuilding.addedResourceQuantity,Field,dump.cs,Resource,,,HIGH,Type: int[],
PlacedBuilding.nextRequiredResource,Field,dump.cs,Resource,,,HIGH,Type: Resource,
SaveData.mapChunks,Field,dump.cs,Map,,,HIGH,Type: ChunkType[],
SaveData.gameDays,Field,dump.cs,Day,,,HIGH,Type: int,
SaveData.todaysEvent,Field,dump.cs,Day,,,HIGH,Type: RandomEvents,
SaveData.currentDayTime,Field,dump.cs,Time,,,HIGH,Type: float,
SaveData.placedBuildingsData,Field,dump.cs,Building,,,HIGH,Type: List<PlacedBuilding>,
SaveData.workers,Field,dump.cs,Worker,,,HIGH,Type: List<WorkerData>,
SaveData.spawnTonight,Field,dump.cs,Night,,,HIGH,Type: AgentType,
SaveData.spawnToday,Field,dump.cs,Day,,,HIGH,Type: AgentType,
SaveData.workerCorpse,Field,dump.cs,Worker,,,HIGH,Type: List<WorkerData>,
SaveData.dropResourceInstances,Field,dump.cs,Resource,,,HIGH,Type: List<DroppedResource>,
SaveData.academyBuildingData,Field,dump.cs,Building,,,HIGH,Type: AcademyBuildingData,
SaveDataWrapper.saveData,Field,dump.cs,Save,,,HIGH,Type: SaveData[],
SaveDataWrapper.localSaveData,Field,dump.cs,Save,,,HIGH,Type: string,
SaveDataWrapper.localSaveData,Field,dump.cs,Save,,,HIGH,Type: string,
SaveDataWrapper.localSaveData,Field,dump.cs,Save,,,HIGH,Type: string,
SaveLoadUtility.saveSlot,Field,dump.cs,Save,,,HIGH,Type: SaveData[],
SaveLoadUtility.RegisterToOnLoadAll,Field,dump.cs,Load,,,HIGH,Type: Action,
SaveLoadUtility.RegisterToOnLoadCurrentSlot,Field,dump.cs,Load,,,HIGH,Type: Action<SaveData>,
SaveLoadUtility.customSaveData,Field,dump.cs,Save,,,HIGH,Type: SaveData,
TurnOnOffDayNight.dayCurve,Field,dump.cs,Day,,,HIGH,Type: AnimationCurve,
TurnOnOffDayNight.nightCurve,Field,dump.cs,Night,,,HIGH,Type: AnimationCurve,
TurnOnOffDayNight.day,Field,dump.cs,Day,,,HIGH,Type: ParticleSystem,
TurnOnOffDayNight.night,Field,dump.cs,Night,,,HIGH,Type: ParticleSystem,
WorldMapLocations.mapData,Field,dump.cs,Map,,,HIGH,Type: WorldMapData,
DungeonResourceData.resource,Field,dump.cs,Resource,,,HIGH,Type: Resource,
DungeonItemData.item,Field,dump.cs,Item,,,HIGH,Type: Item,
Tonemapping.remapCurve,Field,dump.cs,Map,,,HIGH,Type: AnimationCurve,
Tonemapping.tonemapper,Field,dump.cs,Map,,,HIGH,Type: Shader,
JobsUtility.JobDataPtr,Field,dump.cs,Job,,,HIGH,Type: IntPtr,
RenderGraphDefaultResources.resourceReadLists,Field,dump.cs,Resource,,,HIGH,Type: List<ResourceHandle>[],
RenderGraphDefaultResources.resourceWriteLists,Field,dump.cs,Resource,,,HIGH,Type: List<ResourceHandle>[],
RenderGraphDefaultResources.transientResourceList,Field,dump.cs,Resource,,,HIGH,Type: List<ResourceHandle>[],
FMODRuntimeManagerOnGUIHelper.TargetRuntimeManager,Field,dump.cs,Time,,,HIGH,Type: RuntimeManager,
StudioBankLoader.LoadEvent,Field,dump.cs,Load,,,HIGH,Type: LoaderGameEvent,
StudioBankLoader.UnloadEvent,Field,dump.cs,Load,,,HIGH,Type: LoaderGameEvent,
StudioBankLoader.PreloadSamples,Field,dump.cs,Load,,,HIGH,Type: bool,
DSP_PARAMETER_FLOAT_MAPPING.piecewiselinearmapping,Field,dump.cs,Map,,,HIGH,Type: DSP_PARAMETER_FLOAT_MAPPING_PIECEWISE_LINEAR,
TIMELINE_BEAT_PROPERTIES.timesignatureupper,Field,dump.cs,Time,,,HIGH,Type: int,
TIMELINE_BEAT_PROPERTIES.timesignaturelower,Field,dump.cs,Time,,,HIGH,Type: int,
TimeControlPlayable.time,Field,dump.cs,Time,,,HIGH,Type: double,
TimeControlPlayable.payload,Field,dump.cs,Load,,,HIGH,Type: INotification,
TimeSpanUnits.days,Field,dump.cs,Day,,,HIGH,Type: double,
CodelessIAPButton.cartItem,Field,dump.cs,Item,,,HIGH,Type: CartItem,
CodelessIAPButton.cartItem,Field,dump.cs,Item,,,HIGH,Type: CartItem,
CodelessIAPButton.cartItem,Field,dump.cs,Item,,,HIGH,Type: CartItem,
CodelessIAPButton.cartItem,Field,dump.cs,Item,,,HIGH,Type: CartItem,
CodelessIAPButton.cartItem,Field,dump.cs,Item,,,HIGH,Type: CartItem,
IAPListener.dontDestroyOnLoad,Field,dump.cs,Load,,,HIGH,Type: bool,
FmodResonanceAudioRoom.ReverbTime,Field,dump.cs,Time,,,HIGH,Type: float,
